current_path,filename,extension,size_bytes,primary_family,subfamily,lifecycle_status,authority,usage,scope,project,phase,trajectory,trajectory_role,logical_location_current,logical_location_target,naming_compliance,location_compliance,metadata_profile,content_summary,incoming_references,outgoing_references,duplicate_or_overlap,canonical_candidate,proposed_disposition,proposed_target_path,proposed_target_filename,rationale,risk_level,morris_gate_required,confidence,evidence,reserve_or_question,migration_lot_candidate
projects/chantiers360-v2/08-qa-test/inc-05/qa-reserves.md,qa-reserves.md,md,1791,F08,,unknown,unknown,unknown,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,C,# QA Reserves — INC-05 **Branche :** `main` @ `6e5ec82` (post-merge PR #125 / #126) **Cycle PR readiness :** 2026-07-,projects/chantiers360-v2/07-delivery-inc-05/inc-05-closure-report.md; projects/chantiers360-v2/08-qa-test/inc-05/qa-g4-post-merge-report.md,,no,no,keep,projects/chantiers360-v2/08-qa-test/inc-05/qa-reserves.md,qa-reserves.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,medium,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample. Lifecycle inferred insufficiently.,lot-G
projects/chantiers360-v2/08-qa-test/inc-05/qa-strategy.md,qa-strategy.md,md,928,F08,,unknown,unknown,unknown,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,C,"# QA Strategy — INC-05 Chantiers360 v2 **Incrément :** INC-05 — Prochaines actions dérivées (US-12, US-13) **Branche",,,no,no,keep,projects/chantiers360-v2/08-qa-test/inc-05/qa-strategy.md,qa-strategy.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,medium,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample. Lifecycle inferred insufficiently.,lot-G
projects/chantiers360-v2/08-qa-test/inc-05/test-scenarios.md,test-scenarios.md,md,823,F08,,unknown,unknown,unknown,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,C,# Test Scenarios — INC-05 Chantiers360 v2 ## US-12 — Consulter les prochaines actions | ID | Scénario | Type | |----|-,,,no,no,keep,projects/chantiers360-v2/08-qa-test/inc-05/test-scenarios.md,test-scenarios.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,medium,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample. Lifecycle inferred insufficiently.,lot-G
projects/chantiers360-v2/08-qa-test/r-qa-04-dashboard-real-data-report.md,r-qa-04-dashboard-real-data-report.md,md,7099,F08,,unknown,unknown,unknown,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,C,# R-QA-04 — Dashboard panneaux droits — données réelles **Projet :** Chantiers360 v2 **Chemin :** `projects/chantiers,,,no,no,rename,projects/chantiers360-v2/08-qa-test/r-qa-04-dashboard-real-data-report.md,2026-07-11-r-qa-04-dashboard-real-data-report.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,medium,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample. Lifecycle inferred insufficiently.,lot-D
projects/chantiers360-v2/09-capitalization/README.md,README.md,md,648,F13,,unknown,reference,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,E,# Chantiers360 v2 — Capitalization **Projet :** Chantiers360 v2 **Chemin :** `projects/chantiers360-v2/09-capitalizat,projects/chantiers360-v2/09-capitalization/mvp-capitalization-report.md; projects/chantiers360-v2/09-capitalization/v0-vs-sfia-v2-methodological-comparison.md; projects/chantiers360-v2/09-capitalization/v0-vs-sfia-v2-methodological-comparison.md,,no,no,keep,projects/chantiers360-v2/09-capitalization/README.md,README.md,Family F13 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Lifecycle inferred insufficiently.,lot-G
projects/chantiers360-v2/09-capitalization/chantiers360-v2-final-pilot-rex-report.md,chantiers360-v2-final-pilot-rex-report.md,md,19189,F10,,unknown,supporting,unknown,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,B,# REX final — Pilote Chantiers360 v2 / SFIA v2.0 **Projet :** Chantiers360 v2 — premier pilote SFIA v2.0 **Chemin :**,,,no,no,rename,projects/chantiers360-v2/09-capitalization/chantiers360-v2-final-pilot-rex-report.md,2026-07-11-chantiers360-v2-final-pilot-rex-report.md,Family F10 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,medium,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Lifecycle inferred insufficiently.,lot-D
projects/chantiers360-v2/09-capitalization/chantiers360-v2-pilot-metrics-capitalization-report.md,chantiers360-v2-pilot-metrics-capitalization-report.md,md,12392,F10,,unknown,supporting,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,B,# Rapport de capitalisation — Métriques pilote Chantiers360 v2 **Projet :** Chantiers360 v2 — premier pilote SFIA v2.0,projects/chantiers360-v2/09-capitalization/chantiers360-v2-final-pilot-rex-report.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-final-pilot-rex-report.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-final-pilot-rex-report.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-final-pilot-rex-report.md,,no,no,rename,projects/chantiers360-v2/09-capitalization/chantiers360-v2-pilot-metrics-capitalization-report.md,2026-07-11-chantiers360-v2-pilot-metrics-capitalization-report.md,Family F10 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,medium,no,high,path+content-sample+incoming-link-count,Lifecycle inferred insufficiently.,lot-D
projects/chantiers360-v2/09-capitalization/inc-01-capitalization-report.md,inc-01-capitalization-report.md,md,9081,F10,,unknown,supporting,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,B,# INC-01 Capitalization Report — Chantiers360 v2 **Projet :** Chantiers360 v2 — premier pilote SFIA v2.0 **Chemin :**,projects/chantiers360-v2/09-capitalization/README.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-final-pilot-rex-report.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-final-pilot-rex-report.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-final-pilot-rex-report.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-pilot-metrics-capitalization-report.md; projects/chantiers360-v2/09-capitalization/mvp-capitalization-report.md; projects/chantiers360-v2/README.md,](https://github.com/mcleland147/sfia-workspace/pull/108); ](https://github.com/mcleland147/sfia-workspace/pull/109); ](https://github.com/mcleland147/sfia-workspace/pull/110),no,no,rename,projects/chantiers360-v2/09-capitalization/inc-01-capitalization-report.md,2026-07-11-inc-01-capitalization-report.md,Family F10 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,medium,no,high,path+content-sample+incoming-link-count,Lifecycle inferred insufficiently.,lot-D
projects/chantiers360-v2/09-capitalization/mvp-capitalization-report.md,mvp-capitalization-report.md,md,15740,F10,,unknown,supporting,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,B,# MVP Capitalization Report — Chantiers360 v2 **Projet :** Chantiers360 v2 — premier pilote SFIA v2.0 **Chemin :** `p,projects/chantiers360-v2/09-capitalization/README.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-final-pilot-rex-report.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-final-pilot-rex-report.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-final-pilot-rex-report.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-pilot-metrics-capitalization-report.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-pilot-metrics-capitalization-report.md; projects/chantiers360-v2/09-capitalization/v0-vs-sfia-v2-methodological-comparison.md; projects/chantiers360-v2/09-capitalization/v0-vs-sfia-v2-methodological-comparison.md; projects/chantiers360-v2/README.md,](https://github.com/mcleland147/sfia-workspace/pull/95); ](https://github.com/mcleland147/sfia-workspace/pull/96); ](https://github.com/mcleland147/sfia-workspace/pull/97); ](https://github.com/mcleland147/sfia-workspace/pull/98); ](https://github.com/mcleland147/sfia-workspace/pull/99),no,no,rename,projects/chantiers360-v2/09-capitalization/mvp-capitalization-report.md,2026-07-11-mvp-capitalization-report.md,Family F10 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,medium,no,high,path+content-sample+incoming-link-count,Lifecycle inferred insufficiently.,lot-D
projects/chantiers360-v2/09-capitalization/v0-vs-sfia-v2-methodological-comparison.md,v0-vs-sfia-v2-methodological-comparison.md,md,20761,F10,,unknown,supporting,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,B,# Comparaison méthodologique — BatiNova V0 vs Chantiers360 SFIA v2 **Projet :** Chantiers360 v2 — premier pilote SFIA v,projects/chantiers360-v2/09-capitalization/chantiers360-v2-final-pilot-rex-report.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-final-pilot-rex-report.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-final-pilot-rex-report.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-pilot-metrics-capitalization-report.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-pilot-metrics-capitalization-report.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-pilot-metrics-capitalization-report.md; projects/chantiers360-v2/09-capitalization/chantiers360-v2-pilot-metrics-capitalization-report.md; projects/chantiers360-v2/09-capitalization/mvp-capitalization-report.md; projects/chantiers360-v2/README.md,,no,no,keep,projects/chantiers360-v2/09-capitalization/v0-vs-sfia-v2-methodological-comparison.md,v0-vs-sfia-v2-methodological-comparison.md,Family F10 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Lifecycle inferred insufficiently.,lot-G
projects/chantiers360-v2/README.md,README.md,md,13171,F13,,unknown,reference,unknown,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,E,# Chantiers360 v2 **Projet :** Chantiers360 v2 — premier pilote SFIA v2.0 **Chemin :** `projects/chantiers360-v2/`,,,no,no,keep,projects/chantiers360-v2/README.md,README.md,Family F13 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,medium,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Lifecycle inferred insufficiently.,lot-G
projects/chantiers360-v2/app/.env.example,.env.example,example,109,F08,,unknown,unknown,unknown,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,C,Binary or non-text artifact (example),,,no,no,rename,projects/chantiers360-v2/app/.env.example,env.example,Family F08 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,medium,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample. Lifecycle inferred insufficiently.,lot-D
projects/chantiers360-v2/app/.env.test.example,.env.test.example,example,680,F08,,unknown,unknown,unknown,project,chantiers360-v2,,N/A,N/A,projects,projects,unknown,compliant,C,Binary or non-text artifact (example),,,no,no,investigate,projects/chantiers360-v2/app/.env.test.example,.env.test.example,Family F08 from path/content heuristics; D10 location compliant; D12 naming unknown.,low,no,medium,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample. Lifecycle inferred insufficiently.,lot-G
projects/chantiers360-v2/app/.eslintrc.json,.eslintrc.json,json,40,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,"{ ""extends"": ""next/core-web-vitals"" }",,,no,no,rename,projects/chantiers360-v2/app/.eslintrc.json,eslintrc.json,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/.gitignore,.gitignore,none,66,F08,,unknown,unknown,unknown,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,C,Binary or non-text artifact (none),,,no,no,keep,projects/chantiers360-v2/app/.gitignore,.gitignore,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,medium,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample. Lifecycle inferred insufficiently.,lot-G
projects/chantiers360-v2/app/app/chantiers/[id]/page.tsx,page.tsx,tsx,1219,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,keep,projects/chantiers360-v2/app/app/chantiers/[id]/page.tsx,page.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/app/chantiers/nouveau/page.tsx,page.tsx,tsx,779,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,keep,projects/chantiers360-v2/app/app/chantiers/nouveau/page.tsx,page.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/app/globals.css,globals.css,css,191,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (css),,,no,no,keep,projects/chantiers360-v2/app/app/globals.css,globals.css,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/app/layout.tsx,layout.tsx,tsx,581,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,keep,projects/chantiers360-v2/app/app/layout.tsx,layout.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/app/page.tsx,page.tsx,tsx,1177,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,keep,projects/chantiers360-v2/app/app/page.tsx,page.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/app/prochaines-actions/page.tsx,page.tsx,tsx,1656,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,keep,projects/chantiers360-v2/app/app/prochaines-actions/page.tsx,page.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/components/chantier/AddCompteRenduForm.tsx,AddCompteRenduForm.tsx,tsx,1450,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/chantier/AddCompteRenduForm.tsx,add-compte-rendu-form.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/chantier/AddReserveForm.tsx,AddReserveForm.tsx,tsx,1398,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/chantier/AddReserveForm.tsx,add-reserve-form.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/chantier/AddTaskForm.tsx,AddTaskForm.tsx,tsx,1358,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/chantier/AddTaskForm.tsx,add-task-form.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/chantier/ChantierFiche.tsx,ChantierFiche.tsx,tsx,4288,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/chantier/ChantierFiche.tsx,chantier-fiche.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/chantier/ChantierOperationalTabs.tsx,ChantierOperationalTabs.tsx,tsx,2328,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/chantier/ChantierOperationalTabs.tsx,chantier-operational-tabs.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/chantier/ComptesRendusSection.tsx,ComptesRendusSection.tsx,tsx,1444,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/chantier/ComptesRendusSection.tsx,comptes-rendus-section.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/chantier/CreateChantierForm.tsx,CreateChantierForm.tsx,tsx,3326,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/chantier/CreateChantierForm.tsx,create-chantier-form.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/chantier/MilestonesSection.tsx,MilestonesSection.tsx,tsx,3871,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/chantier/MilestonesSection.tsx,milestones-section.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/chantier/ReserveStatusSelector.tsx,ReserveStatusSelector.tsx,tsx,2087,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/chantier/ReserveStatusSelector.tsx,reserve-status-selector.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/chantier/ReservesSection.tsx,ReservesSection.tsx,tsx,1053,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/chantier/ReservesSection.tsx,reserves-section.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/chantier/StatusSelector.tsx,StatusSelector.tsx,tsx,1617,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/chantier/StatusSelector.tsx,status-selector.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/chantier/TaskStatusSelector.tsx,TaskStatusSelector.tsx,tsx,1967,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/chantier/TaskStatusSelector.tsx,task-status-selector.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/chantier/TasksSection.tsx,TasksSection.tsx,tsx,1000,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/chantier/TasksSection.tsx,tasks-section.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/dashboard/ChantierCard.tsx,ChantierCard.tsx,tsx,4322,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/dashboard/ChantierCard.tsx,chantier-card.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/dashboard/ChantiersGrid.tsx,ChantiersGrid.tsx,tsx,2141,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/dashboard/ChantiersGrid.tsx,chantiers-grid.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/dashboard/DashboardHero.tsx,DashboardHero.tsx,tsx,2844,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/dashboard/DashboardHero.tsx,dashboard-hero.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/dashboard/DashboardPage.tsx,DashboardPage.tsx,tsx,868,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/dashboard/DashboardPage.tsx,dashboard-page.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/dashboard/RightPanels.tsx,RightPanels.tsx,tsx,2398,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/dashboard/RightPanels.tsx,right-panels.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/dashboard/Sidebar.tsx,Sidebar.tsx,tsx,4718,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/dashboard/Sidebar.tsx,sidebar.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/layout/AppShell.tsx,AppShell.tsx,tsx,879,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/layout/AppShell.tsx,app-shell.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/components/prochaines-actions/ProchainesActionsList.tsx,ProchainesActionsList.tsx,tsx,7883,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (tsx),,,no,no,rename,projects/chantiers360-v2/app/components/prochaines-actions/ProchainesActionsList.tsx,prochaines-actions-list.tsx,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/data/mockChantiers.ts,mockChantiers.ts,ts,2769,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,rename,projects/chantiers360-v2/app/data/mockChantiers.ts,mock-chantiers.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/docker-compose.test.yml,docker-compose.test.yml,yml,639,F08,,unknown,unknown,unknown,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,C,# PostgreSQL dédié aux tests E2E INC-01 — reproductible via Docker Compose # Usage : npm run db:test:up services: pos,,,no,no,rename,projects/chantiers360-v2/app/docker-compose.test.yml,docker-compose-test.yml,Family F08 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,medium,path+content-sample+incoming-link-count,Usage unknown — verify references and operational role. Authority not established from content sample. Lifecycle inferred insufficiently.,lot-D
projects/chantiers360-v2/app/drizzle.config.ts,drizzle.config.ts,ts,216,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,rename,projects/chantiers360-v2/app/drizzle.config.ts,drizzle-config.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/drizzle/0000_initial.sql,0000_initial.sql,sql,512,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (sql),,,no,no,rename,projects/chantiers360-v2/app/drizzle/0000_initial.sql,0000-initial.sql,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/drizzle/0001_tasks_reserves.sql,0001_tasks_reserves.sql,sql,1081,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (sql),,,no,no,rename,projects/chantiers360-v2/app/drizzle/0001_tasks_reserves.sql,0001-tasks-reserves.sql,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/drizzle/0002_simple_milestones.sql,0002_simple_milestones.sql,sql,70,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (sql),,,no,no,rename,projects/chantiers360-v2/app/drizzle/0002_simple_milestones.sql,0002-simple-milestones.sql,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/drizzle/0003_comptes_rendus.sql,0003_comptes_rendus.sql,sql,494,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (sql),,,no,no,rename,projects/chantiers360-v2/app/drizzle/0003_comptes_rendus.sql,0003-comptes-rendus.sql,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
